Time (hours),Average Load (kW),Simulation 1,Simulation 2,Simulation 3,Simulation 4,Simulation 5,Simulation 6,Simulation 7,Simulation 8,Simulation 9,Simulation 10,Simulation 11,Simulation 12,Simulation 13,Simulation 14,Simulation 15,Simulation 16,Simulation 17,Simulation 18,Simulation 19,Simulation 20,Simulation 21,Simulation 22,Simulation 23,Simulation 24,Simulation 25,Simulation 26,Simulation 27,Simulation 28,Simulation 29,Simulation 30
14.63,1038.0,960.0,900.0,1140.0,660.0,1140.0,840.0,1260.0,1140.0,1800.0,1320.0,780.0,840.0,1020.0,720.0,1320.0,660.0,1440.0,1620.0,840.0,660.0,1440.0,1020.0,840.0,1020.0,1200.0,840.0,960.0,840.0,1020.0,900.0
14.64,1030.0,960.0,900.0,1020.0,660.0,1140.0,840.0,1320.0,1200.0,1800.0,1320.0,720.0,840.0,1020.0,780.0,1320.0,660.0,1500.0,1500.0,840.0,660.0,1380.0,960.0,840.0,1020.0,1140.0,840.0,960.0,960.0,900.0,900.0
14.65,1044.0,960.0,840.0,960.0,660.0,1320.0,840.0,1560.0,1200.0,1860.0,1320.0,780.0,840.0,1080.0,780.0,1260.0,720.0,1380.0,1500.0,840.0,660.0,1380.0,1080.0,780.0,960.0,1140.0,840.0,960.0,960.0,960.0,900.0
14.66,1022.0,960.0,840.0,960.0,720.0,1320.0,840.0,1380.0,1260.0,1740.0,1380.0,720.0,720.0,1080.0,780.0,1260.0,720.0,1440.0,1500.0,780.0,540.0,1320.0,960.0,780.0,900.0,1080.0,660.0,1200.0,900.0,960.0,960.0
14.67,1030.0,1020.0,900.0,960.0,660.0,1380.0,780.0,1380.0,1200.0,1860.0,1260.0,660.0,780.0,1140.0,780.0,1260.0,720.0,1440.0,1440.0,840.0,660.0,1320.0,960.0,780.0,840.0,1080.0,720.0,1200.0,900.0,960.0,1020.0
14.68,1016.0,1020.0,960.0,960.0,600.0,1260.0,780.0,1380.0,1320.0,1860.0,1260.0,660.0,900.0,1200.0,660.0,1200.0,660.0,1380.0,1380.0,840.0,720.0,1200.0,900.0,780.0,780.0,960.0,780.0,1200.0,900.0,1020.0,960.0
14.69,1012.0,1020.0,960.0,900.0,480.0,1320.0,780.0,1260.0,1320.0,1800.0,1260.0,660.0,900.0,1140.0,600.0,1260.0,780.0,1320.0,1380.0,900.0,780.0,1140.0,840.0,960.0,840.0,960.0,720.0,1020.0,1020.0,1080.0,960.0
14.700000000000001,1020.0,1020.0,900.0,960.0,540.0,1320.0,660.0,1140.0,1260.0,1680.0,1320.0,660.0,1020.0,1140.0,540.0,1320.0,900.0,1200.0,1440.0,900.0,780.0,1140.0,840.0,1020.0,840.0,1020.0,840.0,1020.0,1080.0,1140.0,960.0
14.71,1034.0,1080.0,960.0,960.0,600.0,1440.0,720.0,1140.0,1260.0,1800.0,1320.0,600.0,1140.0,1140.0,600.0,1320.0,960.0,1200.0,1500.0,900.0,720.0,1140.0,720.0,960.0,840.0,1020.0,900.0,1020.0,1020.0,1140.0,900.0
14.72,1022.0,1020.0,900.0,960.0,660.0,1380.0,780.0,1200.0,1200.0,1740.0,1140.0,420.0,1140.0,1140.0,660.0,1380.0,960.0,1320.0,1380.0,960.0,720.0,1140.0,840.0,960.0,840.0,1020.0,900.0,1020.0,900.0,1200.0,780.0
14.73,1018.0,960.0,960.0,960.0,600.0,1380.0,840.0,1140.0,1260.0,1740.0,1080.0,540.0,1200.0,1080.0,660.0,1380.0,1020.0,1260.0,1380.0,960.0,840.0,1140.0,720.0,900.0,900.0,1020.0,900.0,960.0,900.0,1200.0,660.0
14.74,1012.0,960.0,960.0,1020.0,600.0,1260.0,840.0,1140.0,1260.0,1680.0,1140.0,480.0,1320.0,1080.0,780.0,1320.0,1140.0,1200.0,1380.0,900.0,780.0,1140.0,600.0,900.0,840.0,1020.0,900.0,960.0,900.0,1200.0,660.0
14.75,992.0,1020.0,960.0,1020.0,600.0,1140.0,900.0,1020.0,1260.0,1680.0,1140.0,480.0,1320.0,1080.0,780.0,1200.0,1140.0,1140.0,1440.0,840.0,840.0,1140.0,780.0,900.0,780.0,900.0,840.0,780.0,900.0,1140.0,600.0
14.76,984.0,960.0,960.0,900.0,600.0,1140.0,900.0,1020.0,1140.0,1740.0,1140.0,540.0,1260.0,1020.0,720.0,1260.0,1140.0,1140.0,1440.0,840.0,840.0,1020.0,720.0,900.0,780.0,960.0,900.0,960.0,840.0,1140.0,600.0
14.77,1004.0,1140.0,1020.0,900.0,660.0,1200.0,960.0,1140.0,1200.0,1680.0,1140.0,600.0,1260.0,1080.0,660.0,1380.0,1140.0,1140.0,1440.0,840.0,900.0,960.0,720.0,900.0,780.0,780.0,900.0,960.0,900.0,1140.0,600.0
14.780000000000001,1014.0,1140.0,960.0,960.0,780.0,1260.0,1020.0,1260.0,1080.0,1860.0,1200.0,600.0,1200.0,1140.0,780.0,1380.0,1140.0,1080.0,1320.0,840.0,900.0,840.0,660.0,900.0,780.0,720.0,780.0,1080.0,1020.0,1140.0,600.0
14.790000000000001,1014.0,1140.0,900.0,900.0,720.0,1260.0,1140.0,1200.0,1020.0,1800.0,1200.0,600.0,1260.0,1140.0,780.0,1380.0,1080.0,1080.0,1320.0,720.0,900.0,780.0,720.0,960.0,840.0,780.0,840.0,1080.0,960.0,1260.0,660.0
14.8,1022.0,1140.0,960.0,900.0,780.0,1260.0,1080.0,1320.0,1020.0,1800.0,1260.0,600.0,1380.0,1140.0,780.0,1380.0,1080.0,960.0,1260.0,780.0,960.0,660.0,720.0,960.0,900.0,660.0,900.0,1020.0,960.0,1320.0,720.0
14.81,1014.0,1080.0,900.0,780.0,840.0,1260.0,1080.0,1320.0,1080.0,1680.0,1260.0,540.0,1320.0,1140.0,780.0,1260.0,1080.0,1080.0,1260.0,780.0,900.0,660.0,720.0,900.0,900.0,660.0,960.0,1080.0,1020.0,1380.0,720.0
14.82,1002.0,960.0,900.0,780.0,840.0,1200.0,1020.0,1380.0,1080.0,1620.0,1260.0,600.0,1440.0,1080.0,720.0,1200.0,1020.0,1140.0,1260.0,780.0,960.0,600.0,720.0,840.0,900.0,540.0,1020.0,1140.0,960.0,1260.0,840.0
14.83,1022.0,960.0,900.0,780.0,840.0,1320.0,960.0,1320.0,1140.0,1620.0,1380.0,600.0,1440.0,1200.0,720.0,1200.0,1080.0,1140.0,1200.0,840.0,1020.0,660.0,780.0,900.0,900.0,480.0,1140.0,1140.0,960.0,1260.0,780.0
14.84,1032.0,960.0,900.0,720.0,840.0,1260.0,1080.0,1380.0,1080.0,1620.0,1260.0,660.0,1440.0,1260.0,780.0,1080.0,1200.0,1140.0,1200.0,840.0,1080.0,660.0,840.0,900.0,900.0,480.0,1260.0,1260.0,900.0,1260.0,720.0
14.85,1024.0,960.0,840.0,720.0,780.0,1260.0,1020.0,1320.0,1080.0,1620.0,1140.0,660.0,1500.0,1260.0,780.0,1020.0,1200.0,1080.0,1200.0,840.0,1140.0,660.0,900.0,960.0,840.0,540.0,1260.0,1260.0,900.0,1260.0,720.0
14.86,1010.0,960.0,900.0,720.0,780.0,1260.0,960.0,1320.0,1080.0,1560.0,1140.0,780.0,1440.0,1200.0,780.0,900.0,1200.0,1080.0,1140.0,780.0,1020.0,600.0,1080.0,960.0,900.0,540.0,1080.0,1320.0,900.0,1260.0,660.0
14.870000000000001,1008.0,1020.0,960.0,720.0,780.0,1260.0,960.0,1320.0,1020.0,1500.0,1200.0,840.0,1440.0,1260.0,900.0,960.0,1080.0,1080.0,1140.0,720.0,1020.0,600.0,1080.0,840.0,960.0,600.0,1080.0,1260.0,840.0,1080.0,720.0
14.88,994.0,1080.0,960.0,780.0,720.0,1260.0,900.0,1320.0,1020.0,1500.0,1260.0,840.0,1500.0,1200.0,720.0,960.0,1020.0,1140.0,1140.0,720.0,960.0,600.0,1080.0,900.0,900.0,540.0,1020.0,1260.0,840.0,1080.0,600.0
14.89,992.0,1140.0,900.0,720.0,660.0,1200.0,900.0,1320.0,960.0,1380.0,1260.0,840.0,1500.0,1260.0,720.0,960.0,1080.0,1140.0,1140.0,840.0,960.0,600.0,1080.0,900.0,960.0,540.0,960.0,1260.0,840.0,1140.0,600.0
14.9,1006.0,1140.0,960.0,720.0,600.0,1320.0,960.0,1320.0,900.0,1440.0,1260.0,840.0,1380.0,1140.0,780.0,960.0,1080.0,1080.0,1080.0,840.0,1080.0,660.0,1140.0,1020.0,960.0,600.0,960.0,1200.0,900.0,1200.0,660.0
14.91,992.0,1140.0,840.0,660.0,540.0,1200.0,960.0,1260.0,960.0,1320.0,1260.0,900.0,1380.0,1140.0,780.0,1020.0,1080.0,1080.0,1080.0,840.0,1080.0,720.0,1140.0,900.0,1020.0,540.0,960.0,1200.0,840.0,1200.0,720.0
14.92,1002.0,1020.0,900.0,600.0,540.0,1320.0,960.0,1260.0,960.0,1200.0,1200.0,960.0,1320.0,1200.0,780.0,960.0,1080.0,1140.0,1140.0,780.0,1140.0,780.0,1200.0,960.0,1080.0,600.0,1020.0,1140.0,900.0,1200.0,720.0
14.93,996.0,1080.0,900.0,600.0,600.0,1320.0,960.0,1320.0,960.0,1200.0,1260.0,840.0,1140.0,1140.0,720.0,960.0,1020.0,1080.0,1080.0,780.0,1140.0,780.0,1200.0,1020.0,1200.0,600.0,1020.0,1140.0,960.0,1200.0,660.0
14.94,980.0,1020.0,840.0,660.0,660.0,1320.0,840.0,1260.0,1080.0,1200.0,1140.0,840.0,1080.0,1200.0,720.0,900.0,1080.0,1020.0,960.0,780.0,1080.0,780.0,1140.0,1080.0,1260.0,600.0,960.0,1140.0,960.0,1140.0,660.0
14.950000000000001,970.0,1020.0,840.0,660.0,660.0,1320.0,840.0,1260.0,1140.0,1140.0,1140.0,900.0,1020.0,1140.0,720.0,900.0,960.0,960.0,900.0,900.0,1140.0,780.0,1080.0,1020.0,1200.0,660.0,960.0,1140.0,960.0,1140.0,600.0
14.96,962.0,1020.0,960.0,660.0,600.0,1320.0,780.0,1200.0,1080.0,1140.0,1200.0,960.0,1020.0,1140.0,720.0,900.0,960.0,1020.0,720.0,960.0,1140.0,780.0,1080.0,900.0,1260.0,660.0,960.0,1200.0,900.0,1020.0,600.0
14.97,960.0,840.0,960.0,660.0,660.0,1320.0,780.0,1200.0,1140.0,1200.0,1080.0,1200.0,1080.0,1080.0,660.0,900.0,960.0,1080.0,720.0,960.0,1140.0,780.0,1020.0,960.0,1260.0,660.0,960.0,1140.0,780.0,960.0,660.0
14.98,946.0,840.0,900.0,600.0,660.0,1260.0,840.0,1260.0,1140.0,1200.0,1080.0,1200.0,1020.0,1080.0,660.0,900.0,900.0,960.0,720.0,960.0,1140.0,780.0,1020.0,960.0,1200.0,600.0,1020.0,960.0,780.0,960.0,780.0
14.99,960.0,960.0,900.0,600.0,660.0,1320.0,840.0,1200.0,1080.0,1140.0,1020.0,1260.0,1140.0,1140.0,660.0,840.0,900.0,960.0,780.0,900.0,1080.0,780.0,1020.0,960.0,1260.0,660.0,1200.0,960.0,720.0,960.0,900.0
15.0,954.0,840.0,900.0,600.0,600.0,1320.0,780.0,1140.0,1140.0,960.0,1080.0,1260.0,1080.0,1080.0,720.0,900.0,900.0,960.0,780.0,960.0,1140.0,780.0,1020.0,960.0,1320.0,660.0,1140.0,960.0,840.0,960.0,840.0
15.01,940.0,720.0,1020.0,540.0,600.0,1260.0,840.0,1020.0,1200.0,840.0,1080.0,1200.0,1020.0,1080.0,720.0,1020.0,780.0,960.0,780.0,1020.0,1080.0,720.0,960.0,900.0,1380.0,720.0,1140.0,900.0,840.0,1020.0,840.0
15.02,932.0,720.0,960.0,540.0,540.0,1260.0,960.0,1020.0,1080.0,840.0,1080.0,1260.0,1020.0,1080.0,720.0,1080.0,720.0,960.0,780.0,960.0,960.0,660.0,960.0,780.0,1320.0,780.0,1140.0,900.0,900.0,1020.0,960.0
15.030000000000001,928.0,780.0,1080.0,480.0,660.0,1320.0,1020.0,1020.0,1080.0,900.0,1020.0,1140.0,1020.0,1080.0,720.0,1140.0,600.0,900.0,720.0,780.0,960.0,660.0,900.0,720.0,1440.0,780.0,1020.0,1020.0,900.0,1020.0,960.0
15.040000000000001,928.0,780.0,1080.0,540.0,660.0,1260.0,1080.0,960.0,1020.0,840.0,960.0,1140.0,1080.0,1140.0,780.0,1080.0,600.0,900.0,840.0,780.0,960.0,660.0,900.0,660.0,1320.0,780.0,1020.0,1020.0,900.0,1080.0,1020.0
15.05,924.0,780.0,1140.0,660.0,660.0,1260.0,1020.0,960.0,1020.0,960.0,1080.0,1200.0,900.0,1080.0,780.0,1080.0,540.0,720.0,960.0,780.0,960.0,720.0,840.0,600.0,1320.0,720.0,1200.0,960.0,840.0,1020.0,960.0
15.06,940.0,840.0,1080.0,660.0,660.0,1200.0,1080.0,960.0,1020.0,960.0,1020.0,1320.0,1020.0,1080.0,780.0,1140.0,480.0,720.0,960.0,840.0,840.0,720.0,900.0,600.0,1380.0,780.0,1260.0,1020.0,840.0,1080.0,960.0
15.07,928.0,840.0,1080.0,660.0,660.0,1080.0,1020.0,960.0,1020.0,900.0,1080.0,1260.0,900.0,1080.0,780.0,1140.0,480.0,840.0,900.0,840.0,840.0,720.0,840.0,660.0,1380.0,900.0,1200.0,900.0,840.0,1080.0,960.0
15.08,922.0,960.0,960.0,720.0,720.0,1080.0,1020.0,1020.0,1080.0,900.0,1080.0,1140.0,840.0,900.0,780.0,1200.0,480.0,900.0,960.0,840.0,840.0,660.0,840.0,720.0,1320.0,840.0,1200.0,900.0,840.0,1020.0,900.0
15.09,944.0,960.0,900.0,720.0,720.0,1140.0,960.0,1080.0,1080.0,1080.0,1080.0,1200.0,780.0,960.0,780.0,1320.0,600.0,900.0,1020.0,840.0,840.0,720.0,840.0,660.0,1260.0,840.0,1200.0,960.0,900.0,1020.0,960.0
15.1,952.0,1020.0,780.0,780.0,720.0,1140.0,960.0,1020.0,1020.0,1140.0,1080.0,1140.0,780.0,900.0,780.0,1320.0,660.0,960.0,1080.0,960.0,900.0,780.0,900.0,660.0,1320.0,780.0,1140.0,960.0,900.0,1080.0,900.0
15.11,944.0,1140.0,840.0,780.0,780.0,1080.0,900.0,960.0,1080.0,1080.0,1020.0,1080.0,660.0,1020.0,840.0,1260.0,660.0,960.0,1200.0,900.0,900.0,720.0,840.0,660.0,1320.0,780.0,1140.0,900.0,900.0,1140.0,780.0
15.120000000000001,908.0,1140.0,900.0,840.0,780.0,1020.0,840.0,900.0,1140.0,960.0,1020.0,1020.0,660.0,960.0,720.0,1020.0,720.0,1080.0,1140.0,840.0,900.0,600.0,780.0,660.0,1200.0,780.0,1080.0,780.0,840.0,1140.0,780.0
15.13,894.0,1080.0,900.0,840.0,720.0,960.0,900.0,840.0,1080.0,960.0,1080.0,900.0,660.0,960.0,660.0,1020.0,660.0,1200.0,1080.0,840.0,840.0,660.0,840.0,660.0,1200.0,720.0,1020.0,780.0,780.0,1140.0,840.0
15.14,884.0,960.0,1020.0,900.0,600.0,1080.0,780.0,780.0,1200.0,960.0,1140.0,900.0,660.0,840.0,660.0,1020.0,720.0,1260.0,1080.0,840.0,840.0,720.0,900.0,600.0,1020.0,720.0,900.0,780.0,840.0,960.0,840.0
15.15,892.0,900.0,1020.0,900.0,600.0,1020.0,780.0,780.0,1200.0,1020.0,1080.0,900.0,720.0,900.0,660.0,1020.0,660.0,1260.0,1080.0,840.0,780.0,720.0,1020.0,660.0,960.0,780.0,900.0,720.0,900.0,1020.0,960.0
15.16,898.0,960.0,1200.0,900.0,660.0,1020.0,720.0,960.0,1200.0,960.0,1020.0,900.0,720.0,840.0,540.0,900.0,600.0,1260.0,1080.0,780.0,900.0,780.0,1020.0,720.0,960.0,720.0,960.0,720.0,840.0,1080.0,1020.0
15.17,912.0,1020.0,1260.0,900.0,660.0,960.0,840.0,900.0,1320.0,900.0,1140.0,1020.0,600.0,900.0,600.0,840.0,600.0,1320.0,1140.0,780.0,900.0,720.0,1020.0,720.0,960.0,720.0,1020.0,660.0,780.0,1140.0,1020.0
15.18,890.0,1080.0,1320.0,900.0,660.0,900.0,780.0,960.0,1320.0,840.0,1080.0,1080.0,660.0,960.0,540.0,720.0,600.0,1260.0,1140.0,720.0,840.0,720.0,960.0,840.0,900.0,720.0,1020.0,600.0,660.0,960.0,960.0
15.19,910.0,1080.0,1440.0,900.0,780.0,900.0,780.0,960.0,1320.0,900.0,1080.0,1080.0,780.0,900.0,480.0,660.0,660.0,1320.0,1080.0,780.0,840.0,840.0,1080.0,840.0,900.0,720.0,1020.0,660.0,540.0,960.0,1020.0
15.200000000000001,924.0,1020.0,1500.0,960.0,780.0,900.0,780.0,960.0,1320.0,960.0,1140.0,1140.0,780.0,840.0,420.0,720.0,720.0,1320.0,1080.0,900.0,720.0,780.0,1260.0,900.0,960.0,720.0,1020.0,600.0,540.0,960.0,1020.0
15.21,920.0,1020.0,1380.0,1080.0,780.0,900.0,720.0,960.0,1320.0,1020.0,1080.0,1140.0,780.0,900.0,420.0,720.0,660.0,1260.0,1080.0,900.0,780.0,840.0,1260.0,900.0,900.0,720.0,1020.0,600.0,540.0,960.0,960.0
15.22,912.0,960.0,1320.0,1080.0,780.0,900.0,780.0,840.0,1320.0,1020.0,1080.0,1080.0,660.0,840.0,480.0,780.0,720.0,1200.0,1020.0,840.0,780.0,840.0,1200.0,840.0,900.0,780.0,1140.0,660.0,600.0,1020.0,900.0
15.23,910.0,960.0,1200.0,1020.0,840.0,840.0,840.0,840.0,1440.0,1020.0,1020.0,1080.0,660.0,960.0,420.0,840.0,840.0,1200.0,960.0,780.0,780.0,840.0,1140.0,900.0,900.0,720.0,1080.0,660.0,660.0,1080.0,780.0
15.24,900.0,960.0,1140.0,1020.0,840.0,780.0,840.0,840.0,1380.0,1080.0,1020.0,1080.0,660.0,960.0,420.0,780.0,840.0,1260.0,900.0,900.0,720.0,780.0,1200.0,840.0,960.0,660.0,1020.0,660.0,660.0,1080.0,720.0
15.25,916.0,900.0,1080.0,1140.0,840.0,780.0,780.0,780.0,1500.0,1080.0,1140.0,1080.0,720.0,1020.0,600.0,720.0,900.0,1320.0,900.0,900.0,720.0,780.0,1200.0,900.0,900.0,660.0,840.0,660.0,720.0,1020.0,900.0
15.26,916.0,900.0,1080.0,1140.0,780.0,900.0,780.0,840.0,1500.0,1080.0,1140.0,1080.0,720.0,900.0,600.0,720.0,960.0,1320.0,900.0,900.0,780.0,720.0,1200.0,960.0,900.0,660.0,840.0,660.0,660.0,900.0,960.0
15.27,922.0,900.0,960.0,1080.0,840.0,900.0,780.0,840.0,1500.0,1200.0,1200.0,1140.0,720.0,900.0,660.0,660.0,840.0,1260.0,960.0,780.0,780.0,720.0,1260.0,1020.0,900.0,720.0,900.0,660.0,660.0,900.0,1020.0
15.280000000000001,932.0,1080.0,960.0,900.0,780.0,840.0,840.0,840.0,1560.0,1200.0,1260.0,1140.0,840.0,960.0,840.0,660.0,840.0,1260.0,900.0,720.0,780.0,780.0,1200.0,1020.0,900.0,720.0,900.0,600.0,720.0,900.0,1020.0
15.290000000000001,938.0,1080.0,960.0,780.0,840.0,900.0,780.0,960.0,1320.0,1140.0,1440.0,1200.0,840.0,1020.0,780.0,600.0,960.0,1380.0,900.0,720.0,780.0,720.0,1080.0,1080.0,1020.0,720.0,900.0,600.0,780.0,900.0,960.0
15.3,922.0,1080.0,840.0,780.0,840.0,840.0,780.0,960.0,1320.0,1020.0,1380.0,1200.0,780.0,1020.0,780.0,600.0,960.0,1260.0,960.0,720.0,720.0,600.0,1140.0,1200.0,1080.0,660.0,900.0,540.0,780.0,900.0,1020.0
15.31,918.0,1080.0,900.0,780.0,900.0,780.0,900.0,1020.0,1200.0,900.0,1380.0,1200.0,780.0,1140.0,840.0,600.0,1020.0,1200.0,960.0,720.0,660.0,600.0,1080.0,1140.0,960.0,660.0,780.0,660.0,780.0,900.0,1020.0
15.32,928.0,1140.0,840.0,780.0,1020.0,780.0,900.0,900.0,1260.0,1020.0,1320.0,1200.0,840.0,1140.0,900.0,540.0,1080.0,1200.0,1020.0,720.0,720.0,660.0,1020.0,1140.0,900.0,840.0,780.0,540.0,840.0,900.0,900.0
15.33,932.0,1200.0,840.0,780.0,1080.0,780.0,900.0,900.0,1320.0,1020.0,1320.0,1140.0,780.0,1080.0,960.0,540.0,1080.0,1260.0,900.0,660.0,780.0,660.0,1020.0,1260.0,900.0,780.0,840.0,540.0,900.0,840.0,900.0
15.34,948.0,1200.0,840.0,780.0,1020.0,720.0,960.0,900.0,1440.0,1080.0,1380.0,1140.0,900.0,1080.0,960.0,600.0,1080.0,1200.0,1020.0,780.0,720.0,720.0,1020.0,1260.0,960.0,780.0,840.0,540.0,780.0,840.0,900.0
15.35,926.0,1140.0,840.0,900.0,1020.0,720.0,900.0,840.0,1440.0,1200.0,1320.0,1020.0,900.0,1020.0,900.0,720.0,960.0,1080.0,1020.0,720.0,720.0,660.0,960.0,1260.0,960.0,780.0,780.0,540.0,780.0,780.0,900.0
15.36,918.0,1260.0,900.0,840.0,900.0,720.0,900.0,720.0,1380.0,1260.0,1440.0,960.0,900.0,1020.0,1020.0,720.0,960.0,1080.0,960.0,720.0,720.0,660.0,900.0,1260.0,960.0,720.0,780.0,360.0,780.0,660.0,1080.0
15.370000000000001,932.0,1320.0,900.0,780.0,900.0,900.0,960.0,660.0,1380.0,1260.0,1500.0,900.0,960.0,1080.0,1080.0,720.0,960.0,1080.0,1020.0,720.0,780.0,660.0,900.0,1320.0,1020.0,720.0,840.0,300.0,660.0,600.0,1080.0
15.38,942.0,1320.0,900.0,780.0,900.0,1020.0,960.0,660.0,1440.0,1260.0,1500.0,960.0,960.0,1140.0,1080.0,720.0,900.0,1020.0,1080.0,720.0,720.0,660.0,900.0,1260.0,1080.0,840.0,840.0,300.0,660.0,600.0,1080.0
15.39,928.0,1260.0,780.0,840.0,900.0,1020.0,960.0,660.0,1440.0,1200.0,1620.0,900.0,960.0,1200.0,1020.0,660.0,900.0,960.0,1020.0,720.0,660.0,720.0,840.0,1260.0,960.0,900.0,780.0,360.0,720.0,660.0,960.0
15.4,934.0,1140.0,780.0,900.0,840.0,960.0,960.0,600.0,1440.0,1140.0,1620.0,840.0,960.0,1260.0,1020.0,720.0,840.0,1020.0,960.0,660.0,660.0,780.0,840.0,1320.0,1200.0,1020.0,840.0,360.0,780.0,660.0,900.0
15.41,942.0,1140.0,720.0,900.0,780.0,960.0,840.0,540.0,1440.0,1200.0,1680.0,960.0,1020.0,1440.0,1020.0,720.0,840.0,1020.0,960.0,720.0,660.0,660.0,840.0,1260.0,1200.0,1020.0,900.0,360.0,780.0,720.0,960.0
15.42,936.0,1080.0,840.0,1020.0,660.0,1020.0,720.0,480.0,1380.0,1200.0,1680.0,960.0,1020.0,1500.0,960.0,720.0,780.0,1020.0,900.0,660.0,720.0,720.0,840.0,1260.0,1200.0,960.0,900.0,420.0,720.0,780.0,960.0
15.43,952.0,1020.0,840.0,960.0,720.0,1020.0,720.0,540.0,1440.0,1080.0,1680.0,960.0,1020.0,1620.0,840.0,780.0,840.0,1080.0,900.0,720.0,660.0,780.0,960.0,1140.0,1140.0,1020.0,1020.0,540.0,720.0,840.0,960.0
15.44,962.0,1020.0,780.0,960.0,780.0,1080.0,780.0,540.0,1440.0,1080.0,1860.0,960.0,1020.0,1500.0,960.0,720.0,840.0,1140.0,900.0,600.0,720.0,840.0,960.0,1080.0,1140.0,960.0,960.0,660.0,780.0,900.0,900.0
15.450000000000001,964.0,1020.0,720.0,900.0,720.0,1080.0,900.0,540.0,1380.0,1080.0,1860.0,960.0,1080.0,1440.0,1020.0,780.0,840.0,1080.0,900.0,660.0,780.0,840.0,1020.0,1080.0,1080.0,960.0,1080.0,660.0,720.0,900.0,840.0
15.46,970.0,1020.0,720.0,900.0,720.0,1140.0,960.0,660.0,1380.0,1080.0,1800.0,960.0,1020.0,1380.0,960.0,840.0,840.0,960.0,900.0,660.0,840.0,840.0,960.0,1080.0,1020.0,1080.0,1080.0,720.0,840.0,900.0,840.0
15.47,978.0,1020.0,780.0,900.0,1020.0,1260.0,900.0,660.0,1500.0,1140.0,1800.0,1020.0,1020.0,1320.0,900.0,840.0,840.0,960.0,900.0,780.0,780.0,840.0,900.0,1020.0,900.0,960.0,1140.0,780.0,840.0,840.0,780.0
15.48,966.0,1020.0,720.0,780.0,900.0,1200.0,960.0,660.0,1500.0,1200.0,1800.0,1140.0,1020.0,1260.0,900.0,780.0,900.0,1080.0,900.0,780.0,720.0,840.0,780.0,960.0,900.0,840.0,1080.0,840.0,840.0,900.0,780.0
15.49,950.0,1020.0,720.0,780.0,840.0,1140.0,960.0,660.0,1440.0,1140.0,1680.0,1140.0,960.0,1260.0,900.0,720.0,900.0,1080.0,840.0,840.0,720.0,780.0,780.0,900.0,960.0,840.0,1080.0,900.0,840.0,900.0,780.0
15.5,934.0,900.0,720.0,720.0,840.0,1080.0,960.0,600.0,1440.0,1140.0,1560.0,1200.0,900.0,1200.0,900.0,720.0,840.0,1080.0,840.0,840.0,840.0,780.0,840.0,900.0,960.0,840.0,1020.0,900.0,780.0,900.0,780.0
15.51,930.0,840.0,660.0,660.0,780.0,1080.0,900.0,600.0,1440.0,1080.0,1560.0,1140.0,900.0,1140.0,960.0,720.0,840.0,1200.0,780.0,900.0,900.0,840.0,840.0,840.0,960.0,960.0,1020.0,900.0,780.0,900.0,780.0
15.52,950.0,840.0,660.0,660.0,780.0,1080.0,900.0,600.0,1260.0,1080.0,1560.0,1080.0,840.0,1080.0,1020.0,840.0,840.0,1200.0,960.0,900.0,960.0,840.0,900.0,960.0,900.0,960.0,1080.0,1020.0,840.0,1020.0,840.0
15.530000000000001,982.0,840.0,660.0,660.0,900.0,1020.0,840.0,600.0,1320.0,1080.0,1560.0,1140.0,840.0,1080.0,1080.0,900.0,840.0,1320.0,960.0,960.0,1020.0,840.0,900.0,1080.0,900.0,1020.0,1080.0,1140.0,960.0,1080.0,840.0
15.540000000000001,994.0,840.0,660.0,720.0,900.0,1080.0,840.0,600.0,1320.0,1080.0,1560.0,1200.0,780.0,1020.0,1140.0,960.0,780.0,1320.0,1020.0,960.0,1020.0,900.0,960.0,1080.0,900.0,1020.0,1080.0,1020.0,1020.0,1080.0,960.0
15.55,998.0,780.0,600.0,840.0,960.0,1140.0,840.0,540.0,1380.0,1140.0,1680.0,1200.0,780.0,1020.0,1080.0,960.0,720.0,1320.0,1080.0,960.0,1080.0,840.0,1020.0,1080.0,780.0,1020.0,960.0,1020.0,1020.0,1140.0,960.0
15.56,1008.0,780.0,660.0,840.0,960.0,1020.0,900.0,600.0,1320.0,1140.0,1680.0,1200.0,720.0,1020.0,1140.0,960.0,780.0,1260.0,1020.0,1020.0,1140.0,780.0,1020.0,1200.0,840.0,1020.0,960.0,1080.0,1080.0,1140.0,960.0
15.57,1000.0,720.0,660.0,840.0,960.0,960.0,960.0,600.0,1380.0,1080.0,1740.0,1140.0,720.0,960.0,1140.0,960.0,720.0,1260.0,1080.0,900.0,1140.0,720.0,1080.0,1140.0,840.0,1020.0,1020.0,1020.0,1140.0,1140.0,960.0
15.58,968.0,720.0,660.0,780.0,1020.0,960.0,960.0,600.0,1380.0,1080.0,1620.0,1020.0,660.0,960.0,1020.0,900.0,780.0,1080.0,1140.0,960.0,1140.0,540.0,1140.0,1080.0,840.0,960.0,1020.0,1020.0,1080.0,1020.0,900.0
15.59,950.0,780.0,720.0,780.0,1020.0,840.0,900.0,660.0,1380.0,1140.0,1440.0,1020.0,660.0,840.0,960.0,840.0,840.0,1020.0,1200.0,960.0,1140.0,540.0,1080.0,1020.0,840.0,900.0,1020.0,1020.0,1020.0,1080.0,840.0
